project_code,reporting_month,reporting_year,original_cost,revised_cost,expenditure,physical_progress,month_num,current_revised_cost,current_cost_escalation_amount,current_cost_escalation_percent,cumulative_expenditure,expenditure_ratio,project_age_days,planned_duration_days,schedule_slip_days,previous_expenditure,previous_revised_cost,previous_physical_progress,expenditure_delta,cost_revision_delta,physical_progress_delta,schedule_change_delta_days,time_delta_months,expenditure_velocity,cost_revision_velocity,physical_progress_velocity,schedule_slip_velocity,remaining_physical_progress,remaining_duration_days,cost_to_progress_ratio,expenditure_to_progress_ratio,previous_progress_velocity,progress_velocity_deceleration,time_target
176.410 near Borowapu on EPC mode under NHO-NE Assam portion Package-10,May,2026,890.33,693.15,588.02,90.5,5,693.15,-197.18000000000006,-0.2214684442847035,588.02,0.848330087282695,1004.0,731.0,396.0,569.61,693.15,81.9,18.409999999999968,0.0,8.599999999999994,92.0,1.0,18.409999999999968,0.0,8.599999999999994,92.0,9.5,123.0,0.9373813119145801,6.497458563535911,0.0,-8.599999999999994,0.0
176.410 near Borowapu on EPC mode under NHO-NE Assam portion Package-10,June,2026,890.33,693.15,604.86,90.5,6,693.15,-197.18000000000006,-0.2214684442847035,604.86,0.8726249729495781,1035.0,731.0,396.0,588.02,693.15,90.5,16.840000000000032,0.0,0.0,0.0,1.0,16.840000000000032,0.0,0.0,0.0,9.5,92.0,0.9642264894470476,6.68353591160221,8.599999999999994,8.599999999999994,0.0
18.700 to 25.900] & Mungeli By-pass from existing Ch. 45.786 to 56.275 [Design Ch.,April,2026,351.19,351.19,11.48,10.0,4,351.19,0.0,0.0,11.48,0.03268885788319713,821.0,547.0,518.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90.0,244.0,0.32688857883197125,1.1480000000000001,0.0,0.0,0.0
18.700 to 25.900] & Mungeli By-pass from existing Ch. 45.786 to 56.275 [Design Ch.,May,2026,351.19,351.19,11.48,11.0,5,351.19,0.0,0.0,11.48,0.03268885788319713,851.0,547.0,518.0,11.48,351.19,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,89.0,214.0,0.2971714353017921,1.0436363636363637,0.0,-1.0,0.0
18.700 to 25.900] & Mungeli By-pass from existing Ch. 45.786 to 56.275 [Design Ch.,June,2026,351.19,351.19,11.63,11.0,6,351.19,0.0,0.0,11.63,0.033115977106409636,882.0,547.0,518.0,11.48,351.19,11.0,0.15000000000000036,0.0,0.0,0.0,1.0,0.15000000000000036,0.0,0.0,0.0,89.0,183.0,0.3010543373309967,1.0572727272727274,1.0,1.0,0.0
"188.735, Design length 57.235 Km of NH-227A near Barhalganj to Mehrauna Ghat in",April,2026,974.19,1344.61,0.82,48.0,4,1344.61,370.41999999999985,0.38023383528880383,0.82,0.0006098422590937149,516.0,911.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,395.0,0.0012705047064452393,0.017083333333333332,0.0,0.0,0.0
"188.735, Design length 57.235 Km of NH-227A near Barhalganj to Mehrauna Ghat in",May,2026,974.19,1344.61,0.85,56.0,5,1344.61,370.41999999999985,0.38023383528880383,0.85,0.0006321535612556802,546.0,911.0,0.0,0.82,1344.61,48.0,0.030000000000000027,0.0,8.0,0.0,1.0,0.030000000000000027,0.0,8.0,0.0,44.0,365.0,0.0011288456450994288,0.015178571428571428,0.0,-8.0,0.0
"188.735, Design length 57.235 Km of NH-227A near Barhalganj to Mehrauna Ghat in",June,2026,974.19,1344.61,0.99,58.0,6,1344.61,370.41999999999985,0.38023383528880383,0.99,0.000736272971344851,577.0,911.0,0.0,0.85,1344.61,56.0,0.14,0.0,2.0,0.0,1.0,0.14,0.0,2.0,0.0,42.0,334.0,0.0012694361574911224,0.01706896551724138,8.0,6.0,0.0
19.200 in the State of Madhya Pradesh on Hybrid Annuity Mode HAM.,April,2026,648.05,648.05,0.0,50.0,4,648.05,0.0,0.0,0.0,0.0,424.0,730.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,306.0,0.0,0.0,0.0,0.0,0.0
19.200 in the State of Madhya Pradesh on Hybrid Annuity Mode HAM.,May,2026,648.05,648.05,0.0,50.0,5,648.05,0.0,0.0,0.0,0.0,454.0,730.0,0.0,0.0,648.05,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,276.0,0.0,0.0,0.0,0.0,0.0
19.200 in the State of Madhya Pradesh on Hybrid Annuity Mode HAM.,June,2026,648.05,648.05,0.0,50.0,6,648.05,0.0,0.0,0.0,0.0,485.0,730.0,0.0,0.0,648.05,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,245.0,0.0,0.0,0.0,0.0,0.0
"19.715 length of bridge 6,812.5m Package - II on NH-715K in the state of Assam",April,2026,1019.17,1019.17,0.0,1.82,4,1019.17,0.0,0.0,0.0,0.0,121.0,730.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,98.18,609.0,0.0,0.0,0.0,0.0,0.0
"19.715 length of bridge 6,812.5m Package - II on NH-715K in the state of Assam",May,2026,1019.17,1019.17,0.0,2.41,5,1019.17,0.0,0.0,0.0,0.0,151.0,730.0,0.0,0.0,1019.17,1.82,0.0,0.0,0.5900000000000001,0.0,1.0,0.0,0.0,0.5900000000000001,0.0,97.59,579.0,0.0,0.0,0.0,-0.5900000000000001,0.0
"19.715 length of bridge 6,812.5m Package - II on NH-715K in the state of Assam",June,2026,1019.17,1019.17,0.0,3.25,6,1019.17,0.0,0.0,0.0,0.0,182.0,730.0,0.0,0.0,1019.17,2.41,0.0,0.0,0.8399999999999999,0.0,1.0,0.0,0.0,0.8399999999999999,0.0,96.75,548.0,0.0,0.0,0.5900000000000001,-0.24999999999999978,0.0
"196700 to Km 198600, as part of the Amas-Darbhanga.",April,2026,1113.46,1113.46,0.0,0.0,4,1113.46,0.0,0.0,0.0,0.0,0.0,731.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,731.0,0.0,0.0,0.0,0.0,0.0
"196700 to Km 198600, as part of the Amas-Darbhanga.",May,2026,1113.46,1113.46,1.35,0.0,5,1113.46,0.0,0.0,1.35,0.0012124369083756938,30.0,731.0,0.0,0.0,1113.46,0.0,1.35,0.0,0.0,0.0,1.0,1.35,0.0,0.0,0.0,100.0,701.0,0.12124369083756938,135.0,0.0,0.0,0.0
"196700 to Km 198600, as part of the Amas-Darbhanga.",June,2026,1113.46,1113.46,12.43,0.5,6,1113.46,0.0,0.0,12.43,0.011163400571192498,61.0,731.0,0.0,1.35,1113.46,0.0,11.08,0.0,0.5,0.0,1.0,11.08,0.0,0.5,0.0,99.5,670.0,2.2326801142384998,24.86,0.0,-0.5,0.0
20.000 Km in the State of Nagaland under SARDP-NE Phase-A Pkg-2 Balance work,April,2026,215.79,215.79,28.64,100.0,4,215.79,0.0,0.0,28.64,0.1327216275082256,974.0,731.0,212.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-31.0,0.1327216275082256,0.2864,0.0,0.0,0.0
20.000 Km in the State of Nagaland under SARDP-NE Phase-A Pkg-2 Balance work,May,2026,215.79,215.79,28.71,100.0,5,215.79,0.0,0.0,28.71,0.13304601696093424,1004.0,731.0,212.0,28.64,215.79,100.0,0.07000000000000028,0.0,0.0,0.0,1.0,0.07000000000000028,0.0,0.0,0.0,0.0,-61.0,0.13304601696093424,0.2871,0.0,0.0,0.0
20.000 Km in the State of Nagaland under SARDP-NE Phase-A Pkg-2 Balance work,June,2026,215.79,215.79,173.12,100.0,6,215.79,0.0,0.0,173.12,0.8022614578988833,1035.0,731.0,212.0,28.71,215.79,100.0,144.41,0.0,0.0,0.0,1.0,144.41,0.0,0.0,0.0,0.0,-92.0,0.8022614578988833,1.7312,0.0,0.0,0.0
2020-21 on EPC Mode in the state of Telangana.,April,2026,317.19,300.56,175.26,87.0,4,300.56,-16.629999999999995,-0.052429143415618384,175.26,0.5831115251530476,1370.0,731.0,700.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,61.0,0.6702431323598249,2.0144827586206895,0.0,0.0,0.0
2020-21 on EPC Mode in the state of Telangana.,May,2026,317.19,300.56,175.28,88.0,5,300.56,-16.629999999999995,-0.052429143415618384,175.28,0.5831780676071333,1400.0,731.0,700.0,175.26,300.56,87.0,0.020000000000010232,0.0,1.0,0.0,1.0,0.020000000000010232,0.0,1.0,0.0,12.0,31.0,0.6627023495535606,1.991818181818182,0.0,-1.0,1.0
2020-21 on EPC Mode in the state of Telangana.,June,2026,317.19,300.56,190.76,90.0,6,300.56,-16.629999999999995,-0.052429143415618384,190.76,0.6346819270694702,1431.0,731.0,730.0,175.28,300.56,88.0,15.47999999999999,0.0,2.0,30.0,1.0,15.47999999999999,0.0,2.0,30.0,10.0,30.0,0.7052021411883003,2.1195555555555554,1.0,-1.0,1.0
2021-22 on EPC mode,April,2026,578.85,578.85,0.0,85.0,4,578.85,0.0,0.0,0.0,0.0,1217.0,731.0,547.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,61.0,0.0,0.0,0.0,0.0,0.0
2021-22 on EPC mode,May,2026,578.85,578.85,0.0,85.0,5,578.85,0.0,0.0,0.0,0.0,1247.0,731.0,547.0,0.0,578.85,85.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,31.0,0.0,0.0,0.0,0.0,1.0
2021-22 on EPC mode,June,2026,578.85,578.85,0.0,85.0,6,578.85,0.0,0.0,0.0,0.0,1278.0,640.0,821.0,0.0,578.85,85.0,0.0,0.0,0.0,183.0,1.0,0.0,0.0,0.0,183.0,15.0,183.0,0.0,0.0,0.0,0.0,0.0
2021-22 on EPC mode under NHO,April,2026,512.98,512.98,117.6,41.8,4,512.98,0.0,0.0,117.6,0.22924870365316385,790.0,731.0,393.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.2,334.0,0.5484418747683346,2.813397129186603,0.0,0.0,0.0
2021-22 on EPC mode under NHO,May,2026,512.98,512.98,117.6,41.97,5,512.98,0.0,0.0,117.6,0.22924870365316385,820.0,731.0,393.0,117.6,512.98,41.8,0.0,0.0,0.1700000000000017,0.0,1.0,0.0,0.0,0.1700000000000017,0.0,58.03,304.0,0.5462204042248365,2.802001429592566,0.0,-0.1700000000000017,0.0
2021-22 on EPC mode under NHO,June,2026,512.98,512.98,151.45,46.0,6,512.98,0.0,0.0,151.45,0.29523568170299036,851.0,731.0,393.0,117.6,512.98,41.97,33.849999999999994,0.0,4.030000000000001,0.0,1.0,33.849999999999994,0.0,4.030000000000001,0.0,54.0,273.0,0.6418166993543268,3.292391304347826,0.1700000000000017,-3.8599999999999994,0.0
2021-22-934,April,2026,264.14,264.14,3.58,0.0,4,264.14,0.0,0.0,3.58,0.01355341864162944,1247.0,547.0,944.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,244.0,1.355341864162944,358.0,0.0,0.0,0.0
2021-22-934,May,2026,264.14,264.14,3.58,0.0,5,264.14,0.0,0.0,3.58,0.01355341864162944,1277.0,547.0,944.0,3.58,264.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,214.0,1.355341864162944,358.0,0.0,0.0,0.0
205974 near Jiribam Bridge under Jiribam district under NHO-NE PKG-7,April,2026,760.16,760.16,414.38,90.52,4,760.16,0.0,0.0,414.38,0.5451220795621975,852.0,731.0,182.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.480000000000004,61.0,0.6022117538247873,4.577772867874503,0.0,0.0,0.0
205974 near Jiribam Bridge under Jiribam district under NHO-NE PKG-7,May,2026,760.16,760.16,419.61,91.32,5,760.16,0.0,0.0,419.61,0.5520022100610398,882.0,731.0,182.0,414.38,760.16,90.52,5.230000000000018,0.0,0.7999999999999972,0.0,1.0,5.230000000000018,0.0,0.7999999999999972,0.0,8.680000000000007,31.0,0.6044702256472184,4.594940867279895,0.0,-0.7999999999999972,1.0
205974 near Jiribam Bridge under Jiribam district under NHO-NE PKG-7,June,2026,760.16,760.16,424.3,92.52,6,760.16,0.0,0.0,424.3,0.5581719637970954,913.0,731.0,365.0,419.61,760.16,91.32,4.689999999999998,0.0,1.2000000000000028,183.0,1.0,4.689999999999998,0.0,1.2000000000000028,183.0,7.480000000000004,183.0,0.6032987070872196,4.586035451794207,0.7999999999999972,-0.4000000000000057,0.0
21/031,April,2026,496.47,496.47,165.43,51.37,4,496.47,0.0,0.0,165.43,0.3332124801095736,1582.0,1096.0,577.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48.63,91.0,0.6486518982082414,3.220362079034456,0.0,0.0,0.0
21/031,May,2026,496.47,496.47,165.43,51.37,5,496.47,0.0,0.0,165.43,0.3332124801095736,1612.0,1096.0,577.0,165.43,496.47,51.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48.63,61.0,0.6486518982082414,3.220362079034456,0.0,0.0,0.0
"218.000 Section of NH 530B, in the State of Uttar Pradesh on HAM Mode under NH0",April,2026,2077.0,1112.44,223.68,16.01,4,1112.44,-964.56,-0.4644005777563794,223.68,0.20107151846391716,151.0,730.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,83.99,579.0,1.2559120453711252,13.971267957526544,0.0,0.0,0.0
"218.000 Section of NH 530B, in the State of Uttar Pradesh on HAM Mode under NH0",May,2026,2077.0,1112.44,305.32,22.0,5,1112.44,-964.56,-0.4644005777563794,305.32,0.27445974614361224,181.0,730.0,0.0,223.68,1112.44,16.01,81.63999999999999,0.0,5.989999999999998,0.0,1.0,81.63999999999999,0.0,5.989999999999998,0.0,78.0,549.0,1.2475443006527829,13.878181818181817,0.0,-5.989999999999998,0.0
"218.000 Section of NH 530B, in the State of Uttar Pradesh on HAM Mode under NH0",June,2026,2077.0,1112.44,438.93,30.3,6,1112.44,-964.56,-0.4644005777563794,438.93,0.39456510014023227,212.0,730.0,0.0,305.32,1112.44,22.0,133.61,0.0,8.3,0.0,1.0,133.61,0.0,8.3,0.0,69.7,518.0,1.3021950499677633,14.486138613861385,5.989999999999998,-2.3100000000000023,0.0
22 on EPC Mode under NH O.,April,2026,644.45,644.45,349.38,98.6,4,644.45,0.0,0.0,349.38,0.5421367057180541,1127.0,731.0,426.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4000000000000057,30.0,0.5498343871379858,3.5434077079107507,0.0,0.0,1.0
22 on EPC Mode under NH O.,May,2026,644.45,644.45,350.2,98.6,5,644.45,0.0,0.0,350.2,0.5434091085421677,1157.0,731.0,457.0,349.38,644.45,98.6,0.8199999999999932,0.0,0.0,31.0,1.0,0.8199999999999932,0.0,0.0,31.0,1.4000000000000057,31.0,0.5511248565336386,3.5517241379310347,0.0,0.0,1.0
22 on EPC Mode under NH O.,June,2026,644.45,644.45,403.3,98.6,6,644.45,0.0,0.0,403.3,0.6258049499573279,1188.0,731.0,487.0,350.2,644.45,98.6,53.10000000000002,0.0,0.0,30.0,1.0,53.10000000000002,0.0,0.0,30.0,1.4000000000000057,30.0,0.6346906186179797,4.09026369168357,0.0,0.0,1.0
22.340 km on NH-129A in the State of Manipur on EPC mode,April,2026,226.32,226.32,179.09,74.58,4,226.32,0.0,0.0,179.09,0.7913131848709792,1765.0,548.0,1308.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.42,91.0,1.0610259920501197,2.4013140252078307,0.0,0.0,0.0
22.340 km on NH-129A in the State of Manipur on EPC mode,May,2026,226.32,226.32,179.09,74.58,5,226.32,0.0,0.0,179.09,0.7913131848709792,1795.0,548.0,1308.0,179.09,226.32,74.58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.42,61.0,1.0610259920501197,2.4013140252078307,0.0,0.0,1.0
22.340 km on NH-129A in the State of Manipur on EPC mode,June,2026,226.32,226.32,189.26,75.08,6,226.32,0.0,0.0,189.26,0.8362495581477554,1826.0,548.0,1551.0,179.09,226.32,74.58,10.169999999999987,0.0,0.5,243.0,1.0,10.169999999999987,0.0,0.5,243.0,24.92,273.0,1.11381134542855,2.5207778369738945,0.0,-0.5,0.0
227A near Mehrauna GhatUP Bihar Border to Siwan on the state of Bihar on Hybrid,April,2026,1661.25,1661.25,0.0,5.52,4,1661.25,0.0,0.0,0.0,0.0,212.0,912.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,94.48,700.0,0.0,0.0,0.0,0.0,0.0
227A near Mehrauna GhatUP Bihar Border to Siwan on the state of Bihar on Hybrid,May,2026,1661.25,1661.25,0.0,6.05,5,1661.25,0.0,0.0,0.0,0.0,242.0,912.0,0.0,0.0,1661.25,5.52,0.0,0.0,0.5300000000000002,0.0,1.0,0.0,0.0,0.5300000000000002,0.0,93.95,670.0,0.0,0.0,0.0,-0.5300000000000002,0.0
227A near Mehrauna GhatUP Bihar Border to Siwan on the state of Bihar on Hybrid,June,2026,1661.25,1661.25,0.83,7.89,6,1661.25,0.0,0.0,0.83,0.0004996237772761475,273.0,912.0,0.0,0.0,1661.25,6.05,0.83,0.0,1.8399999999999999,0.0,1.0,0.83,0.0,1.8399999999999999,0.0,92.11,639.0,0.006332367265857382,0.10519645120405577,0.5300000000000002,-1.3099999999999996,0.0
244 in UT of Jammu and Kashmir on EPC Mode Pkg-1,April,2026,228.39,225.37,163.81,94.26,4,225.37,-3.019999999999982,-0.01322299575287877,163.81,0.7268491813462307,2008.0,547.0,1644.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.739999999999995,183.0,0.7711109498686936,1.7378527477190748,0.0,0.0,0.0
244 in UT of Jammu and Kashmir on EPC Mode Pkg-1,May,2026,228.39,225.37,163.81,94.26,5,225.37,-3.019999999999982,-0.01322299575287877,163.81,0.7268491813462307,2038.0,547.0,1644.0,163.81,225.37,94.26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.739999999999995,153.0,0.7711109498686936,1.7378527477190748,0.0,0.0,0.0
244 in UT of Jammu and Kashmir on EPC Mode Pkg-1,June,2026,228.39,225.37,176.58,94.26,6,225.37,-3.019999999999982,-0.01322299575287877,176.58,0.7835115587700227,2069.0,547.0,1644.0,163.81,225.37,94.26,12.77000000000001,0.0,0.0,0.0,1.0,12.77000000000001,0.0,0.0,0.0,5.739999999999995,122.0,0.8312238051878025,1.8733290897517505,0.0,0.0,0.0
262175 to Km 274610 in the state of Manipur on EPC mode Pkg-4A,April,2026,379.39,379.39,301.89,91.31,4,379.39,0.0,0.0,301.89,0.79572471599146,2008.0,547.0,1583.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.689999999999998,122.0,0.8714540751193297,3.306209615595225,0.0,0.0,0.0
262175 to Km 274610 in the state of Manipur on EPC mode Pkg-4A,May,2026,379.39,379.39,302.13,91.31,5,379.39,0.0,0.0,302.13,0.7963573104193574,2038.0,547.0,1583.0,301.89,379.39,91.31,0.2400000000000091,0.0,0.0,0.0,1.0,0.2400000000000091,0.0,0.0,0.0,8.689999999999998,92.0,0.8721468737480642,3.3088380243127804,0.0,0.0,0.0
262175 to Km 274610 in the state of Manipur on EPC mode Pkg-4A,June,2026,379.39,379.39,312.58,91.39,6,379.39,0.0,0.0,312.58,0.8239015261340573,2069.0,547.0,1583.0,302.13,379.39,91.31,10.449999999999989,0.0,0.0799999999999983,0.0,1.0,10.449999999999989,0.0,0.0799999999999983,0.0,8.61,61.0,0.901522624066153,3.420286683444578,0.0,-0.0799999999999983,0.0
269.960 and strengthening of existing pavement from Km 212.500 to Km 229.690,April,2026,263.19,263.19,0.0,83.0,4,263.19,0.0,0.0,0.0,0.0,913.0,548.0,426.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,61.0,0.0,0.0,0.0,0.0,0.0
269.960 and strengthening of existing pavement from Km 212.500 to Km 229.690,May,2026,263.19,263.19,0.0,83.0,5,263.19,0.0,0.0,0.0,0.0,943.0,548.0,426.0,0.0,263.19,83.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,31.0,0.0,0.0,0.0,0.0,1.0
269.960 and strengthening of existing pavement from Km 212.500 to Km 229.690,June,2026,263.19,263.19,0.0,83.0,6,263.19,0.0,0.0,0.0,0.0,974.0,548.0,518.0,0.0,263.19,83.0,0.0,0.0,0.0,92.0,1.0,0.0,0.0,0.0,92.0,17.0,92.0,0.0,0.0,0.0,0.0,0.0
274610 to Km 287000 in the state of Manipur on EPC mode Pkg-4B,April,2026,268.98,268.98,0.0,55.15,4,268.98,0.0,0.0,0.0,0.0,486.0,547.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.85,61.0,0.0,0.0,0.0,0.0,1.0
274610 to Km 287000 in the state of Manipur on EPC mode Pkg-4B,May,2026,268.98,268.98,0.0,56.16,5,268.98,0.0,0.0,0.0,0.0,516.0,547.0,214.0,0.0,268.98,55.15,0.0,0.0,1.009999999999998,214.0,1.0,0.0,0.0,1.009999999999998,214.0,43.84,245.0,0.0,0.0,0.0,-1.009999999999998,0.0
274610 to Km 287000 in the state of Manipur on EPC mode Pkg-4B,June,2026,268.98,268.98,0.0,56.16,6,268.98,0.0,0.0,0.0,0.0,547.0,547.0,214.0,0.0,268.98,56.16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.84,214.0,0.0,0.0,1.009999999999998,1.009999999999998,0.0
275 Pkg-V,April,2026,1272.71,1203.2,97.43,13.05,4,1203.2,-69.50999999999999,-0.05461574121363075,97.43,0.08097573138297873,365.0,730.0,183.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,86.95,548.0,0.6205036887584576,7.465900383141762,0.0,0.0,1.0
275 Pkg-V,May,2026,1272.71,1203.2,97.85,15.84,5,1203.2,-69.50999999999999,-0.05461574121363075,97.85,0.08132480053191489,395.0,730.0,549.0,97.43,1203.2,13.05,0.4199999999999875,0.0,2.789999999999999,366.0,1.0,0.4199999999999875,0.0,2.789999999999999,366.0,84.16,884.0,0.51341414477219,6.17739898989899,0.0,-2.789999999999999,0.0
275 Pkg-V,June,2026,1272.71,1203.2,462.59,16.45,6,1203.2,-69.50999999999999,-0.05461574121363075,462.59,0.3844664228723404,426.0,730.0,335.0,97.85,1203.2,15.84,364.74,0.0,0.6099999999999994,-214.0,1.0,364.74,0.0,0.6099999999999994,-214.0,83.55,639.0,2.3371819019595166,28.1209726443769,2.789999999999999,2.1799999999999997,1.0
297.700 of NH-39 New NH-02 in state of Manipur on EPC mode Pkg-5A,April,2026,228.97,228.97,33.76,48.16,4,228.97,0.0,0.0,33.76,0.1474428964493165,424.0,546.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.84,122.0,0.30615219362399604,0.7009966777408638,0.0,0.0,0.0
297.700 of NH-39 New NH-02 in state of Manipur on EPC mode Pkg-5A,May,2026,228.97,228.97,33.77,48.16,5,228.97,0.0,0.0,33.77,0.1474865702930515,454.0,546.0,0.0,33.76,228.97,48.16,0.010000000000005116,0.0,0.0,0.0,1.0,0.010000000000005116,0.0,0.0,0.0,51.84,92.0,0.30624287851547244,0.7012043189368772,0.0,0.0,0.0
297.700 of NH-39 New NH-02 in state of Manipur on EPC mode Pkg-5A,June,2026,228.97,228.97,114.62,48.31,6,228.97,0.0,0.0,114.62,0.5005895968904224,485.0,546.0,0.0,33.77,228.97,48.16,80.85,0.0,0.15000000000000568,0.0,1.0,80.85,0.0,0.15000000000000568,0.0,51.69,61.0,1.0362028501147222,2.3725936659076794,0.0,-0.15000000000000568,1.0
297700 to Km 308729 of NH-39 New NH-02 in state of Manipur on EPC mode,April,2026,211.7,211.7,227.95,90.96,4,211.7,0.0,0.0,227.95,1.076759565422768,1735.0,549.0,1247.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.040000000000006,61.0,1.1837726093038348,2.5060466138962183,0.0,0.0,0.0
297700 to Km 308729 of NH-39 New NH-02 in state of Manipur on EPC mode,May,2026,211.7,211.7,237.43,91.76,5,211.7,0.0,0.0,237.43,1.12153991497402,1765.0,549.0,1247.0,227.95,211.7,90.96,9.480000000000018,0.0,0.8000000000000114,0.0,1.0,9.480000000000018,0.0,0.8000000000000114,0.0,8.239999999999995,31.0,1.2222536126569528,2.5875108979947687,0.0,-0.8000000000000114,1.0
297700 to Km 308729 of NH-39 New NH-02 in state of Manipur on EPC mode,June,2026,211.7,211.7,254.22,93.54,6,211.7,0.0,0.0,254.22,1.2008502598016062,1796.0,549.0,1339.0,237.43,211.7,91.76,16.789999999999992,0.0,1.7800000000000011,92.0,1.0,16.789999999999992,0.0,1.7800000000000011,92.0,6.459999999999994,92.0,1.2837826168501243,2.7177677998717122,0.8000000000000114,-0.9799999999999898,0.0
297700 to Km 308729 of NH-39 New NH-02 in state of Manipur on EPC mode Pkg-5B,April,2026,211.7,211.7,227.95,90.96,4,211.7,0.0,0.0,227.95,1.076759565422768,1735.0,549.0,1247.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.040000000000006,61.0,1.1837726093038348,2.5060466138962183,0.0,0.0,0.0
297700 to Km 308729 of NH-39 New NH-02 in state of Manipur on EPC mode Pkg-5B,May,2026,211.7,211.7,237.43,91.76,5,211.7,0.0,0.0,237.43,1.12153991497402,1765.0,549.0,1247.0,227.95,211.7,90.96,9.480000000000018,0.0,0.8000000000000114,0.0,1.0,9.480000000000018,0.0,0.8000000000000114,0.0,8.239999999999995,31.0,1.2222536126569528,2.5875108979947687,0.0,-0.8000000000000114,1.0
297700 to Km 308729 of NH-39 New NH-02 in state of Manipur on EPC mode Pkg-5B,June,2026,211.7,211.7,254.22,93.54,6,211.7,0.0,0.0,254.22,1.2008502598016062,1796.0,549.0,1339.0,237.43,211.7,91.76,16.789999999999992,0.0,1.7800000000000011,92.0,1.0,16.789999999999992,0.0,1.7800000000000011,92.0,6.459999999999994,92.0,1.2837826168501243,2.7177677998717122,0.8000000000000114,-0.9799999999999898,0.0
3.330 to Km. 4.550,April,2026,463.08,316.28,127.09,43.75,4,316.28,-146.8,-0.31700786041288764,127.09,0.4018274946250159,608.0,699.0,304.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.25,395.0,0.9184628448571791,2.904914285714286,0.0,0.0,0.0
3.330 to Km. 4.550,May,2026,463.08,316.28,127.34,48.59,5,316.28,-146.8,-0.31700786041288764,127.34,0.4026179334766663,638.0,699.0,304.0,127.09,316.28,43.75,0.25,0.0,4.840000000000003,0.0,1.0,0.25,0.0,4.840000000000003,0.0,51.41,365.0,0.8286024562186999,2.6207038485285037,0.0,-4.840000000000003,0.0
3.330 to Km. 4.550,June,2026,463.08,316.28,168.21,57.3,6,316.28,-146.8,-0.31700786041288764,168.21,0.5318388769444796,669.0,699.0,304.0,127.34,316.28,48.59,40.870000000000005,0.0,8.709999999999994,0.0,1.0,40.870000000000005,0.0,8.709999999999994,0.0,42.7,334.0,0.9281655793097376,2.935602094240838,4.840000000000003,-3.8699999999999903,0.0
30 near Invertis University including Trumpet Interchange,April,2026,1122.02,1869.59,129.68,10.21,4,1869.59,747.5699999999999,0.6662715459617475,129.68,0.06936280146984099,121.0,913.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,89.78999999999999,792.0,0.6793614247780704,12.701273261508325,0.0,0.0,0.0
